idx	imgs	err1	err2	res1	res2
933	54-7##54-8	0	1	{'org_sentence': 'On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'sentence': 'On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'prediction': 1, 'label': 1}	{'org_sentence': 'On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'sentence': 'Left part scenario:a bowl of soup ,right part scenario: a bowl of food. Therefore, the sentence is right or wrong: On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'prediction': 0, 'label': 1}
935	54-1##54-2	0	-1	{'org_sentence': 'On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'sentence': 'On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'prediction': 0, 'label': 0}	{'org_sentence': 'On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'sentence': 'Left part scenario:a bowl of soup ,right part scenario: a bowl of soup. Therefore, the sentence is right or wrong: On the left is a single bowl of porridge. On the right, there is a spoon in the porridge.', 'prediction': 1, 'label': 0}
937	11-11##11-3	-1	0	{'org_sentence': 'There are at least two horses together in the picture on the left, and the picture on the right is a horse head.', 'sentence': 'There are at least two horses together in the picture on the left, and the picture on the right is a horse head.', 'prediction': 1, 'label': 0}	{'org_sentence': 'There are at least two horses together in the picture on the left, and the picture on the right is a horse head.', 'sentence': 'Left part scenario:four horses standing in a dirt field ,right part scenario: a field. Therefore, the sentence is right or wrong: There are at least two horses together in the picture on the left, and the picture on the right is a horse head.', 'prediction': 0, 'label': 0}
941	41-10##41-11	0	-1	{'org_sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'prediction': 0, 'label': 0}	{'org_sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'sentence': 'Left part scenario:a bowl of popcorn ,right part scenario: a bowl of asian food. Therefore, the sentence is right or wrong: In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'prediction': 1, 'label': 0}
942	41-9##41-7	1	0	{'org_sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'prediction': 0, 'label': 1}	{'org_sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'sentence': 'Left part scenario:a bowl of cherries ,right part scenario: a bowl. Therefore, the sentence is right or wrong: In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'prediction': 1, 'label': 1}
943	41-3##41-12	0	1	{'org_sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'sentence': 'Left part scenario:a tea cup and saucer ,right part scenario: a bowl of spinach. Therefore, the sentence is right or wrong: In one of the pictures, only empty bowls were placed, and in the other picture, there were things in the bowls.', 'prediction': 0, 'label': 1}
945	51-4##51-9	0	1	{'org_sentence': 'At least one real person (not a sculpture) can be seen blowing suona in both pictures.', 'sentence': 'At least one real person (not a sculpture) can be seen blowing suona in both pictures.', 'prediction': 1, 'label': 1}	{'org_sentence': 'At least one real person (not a sculpture) can be seen blowing suona in both pictures.', 'sentence': 'Left part scenario:a recording studio ,right part scenario: a crowded street. Therefore, the sentence is right or wrong: At least one real person (not a sculpture) can be seen blowing suona in both pictures.', 'prediction': 0, 'label': 1}
955	53-15##53-13	-1	0	{'org_sentence': 'There are many dumplings on the left, and some fried dumplings on the right.', 'sentence': 'There are many dumplings on the left, and some fried dumplings on the right.', 'prediction': 1, 'label': 0}	{'org_sentence': 'There are many dumplings on the left, and some fried dumplings on the right.', 'sentence': 'Left part scenario:plate of food ,right part scenario: dumplings. Therefore, the sentence is right or wrong: There are many dumplings on the left, and some fried dumplings on the right.', 'prediction': 0, 'label': 0}
956	53-3##53-9	0	1	{'org_sentence': 'There are many dumplings on the left, and some fried dumplings on the right.', 'sentence': 'There are many dumplings on the left, and some fried dumplings on the right.', 'prediction': 1, 'label': 1}	{'org_sentence': 'There are many dumplings on the left, and some fried dumplings on the right.', 'sentence': 'Left part scenario:a plate of dumplings ,right part scenario: four pieces of toast on a plate. Therefore, the sentence is right or wrong: There are many dumplings on the left, and some fried dumplings on the right.', 'prediction': 0, 'label': 1}
960	7-7##7-6	-1	0	{'org_sentence': 'There are three or four little mice on the left, and a big mouse on the right is smelling something on the ground.', 'sentence': 'There are three or four little mice on the left, and a big mouse on the right is smelling something on the ground.', 'prediction': 1, 'label': 0}	{'org_sentence': 'There are three or four little mice on the left, and a big mouse on the right is smelling something on the ground.', 'sentence': 'Left part scenario:mouse and cat ,right part scenario: mouse eating food. Therefore, the sentence is right or wrong: There are three or four little mice on the left, and a big mouse on the right is smelling something on the ground.', 'prediction': 0, 'label': 0}
962	50-6##50-2	1	0	{'org_sentence': 'There is more than one person playing drums in one picture, and no one plays the drums in the other picture.', 'sentence': 'There is more than one person playing drums in one picture, and no one plays the drums in the other picture.', 'prediction': 0, 'label': 1}	{'org_sentence': 'There is more than one person playing drums in one picture, and no one plays the drums in the other picture.', 'sentence': 'Left part scenario:studio ,right part scenario: a stage. Therefore, the sentence is right or wrong: There is more than one person playing drums in one picture, and no one plays the drums in the other picture.', 'prediction': 1, 'label': 1}
965	58-4##58-8	0	1	{'org_sentence': 'At least one picture contains milk in the refrigerator.', 'sentence': 'At least one picture contains milk in the refrigerator.', 'prediction': 1, 'label': 1}	{'org_sentence': 'At least one picture contains milk in the refrigerator.', 'sentence': 'Left part scenario:a refrigerator filled with bottles of milk ,right part scenario: a wooden table. Therefore, the sentence is right or wrong: At least one picture contains milk in the refrigerator.', 'prediction': 0, 'label': 1}
968	58-11##58-12	0	-1	{'org_sentence': 'At least one picture contains milk in the refrigerator.', 'sentence': 'At least one picture contains milk in the refrigerator.', 'prediction': 0, 'label': 0}	{'org_sentence': 'At least one picture contains milk in the refrigerator.', 'sentence': 'Left part scenario:a wooden table with three bottles of milk ,right part scenario: a glass of milk. Therefore, the sentence is right or wrong: At least one picture contains milk in the refrigerator.', 'prediction': 1, 'label': 0}
974	21-13##21-3	0	-1	{'org_sentence': 'There are several lilies planted together on the left, and two lilies planted together on the other side.', 'sentence': 'There are several lilies planted together on the left, and two lilies planted together on the other side.', 'prediction': 0, 'label': 0}	{'org_sentence': 'There are several lilies planted together on the left, and two lilies planted together on the other side.', 'sentence': 'Left part scenario:a close up of a yellow lily ,right part scenario: flowers. Therefore, the sentence is right or wrong: There are several lilies planted together on the left, and two lilies planted together on the other side.', 'prediction': 1, 'label': 0}
975	21-7##21-1	1	0	{'org_sentence': 'There are several lilies planted together on the left, and two lilies planted together on the other side.', 'sentence': 'There are several lilies planted together on the left, and two lilies planted together on the other side.', 'prediction': 0, 'label': 1}	{'org_sentence': 'There are several lilies planted together on the left, and two lilies planted together on the other side.', 'sentence': 'Left part scenario:close up ,right part scenario: flowers. Therefore, the sentence is right or wrong: There are several lilies planted together on the left, and two lilies planted together on the other side.', 'prediction': 1, 'label': 1}
